Method.Job.AnalyzeLaunchVariance.EvaluateOverhead.MaxAbsoluteError.MaxRelativeError.MinInvokeCount.MinIterationTime.OutlierMode.Affinity.EnvironmentVariables.Jit.Platform.Runtime.AllowVeryLargeObjects.Concurrent.CpuGroups.Force.HeapAffinitizeMask.HeapCount.NoAffinitize.RetainVm.Server.Arguments.BuildConfiguration.Clock.EngineFactory.NuGetReferences.Toolchain.IsMutator.InvocationCount.IterationCount.IterationTime.LaunchCount.MaxIterationCount.MaxWarmupIterationCount.MinIterationCount.MinWarmupIterationCount.RunStrategy.UnrollFactor.WarmupCount.Mean.Error.StdDev.Ratio.RatioSD.Gen 0/1k Op.Gen 1/1k Op.Gen 2/1k Op.Allocated Memory/Op
Insert100_File.Default.False.Default.Default.Default.Default.Default.Default.0000.Empty.RyuJit.X64.Core.False.True.False.True.Default.Default.False.False.False.Default.Default.Default.Default.Default.Default.Default.1.Default.Default.Default.Default.Default.Default.Default.Default.16.Default."409.4 ms"."5.939 ms"."5.265 ms"."1.00"."0.00"."20000.0000".-.-."30.65 MB"
Insert100_MMap.Default.False.Default.Default.Default.Default.Default.Default.0000.Empty.RyuJit.X64.Core.False.True.False.True.Default.Default.False.False.False.Default.Default.Default.Default.Default.Default.Default.1.Default.Default.Default.Default.Default.Default.Default.Default.16.Default."358.1 ms"."7.022 ms"."7.211 ms"."0.87"."0.02"."18000.0000".-.-."27.33 MB"
